user_id,product_id,quantity
192,1167,1
192,1168,1
192,1169,1
192,15061,1
192,152538,1
193,1171,1
193,1172,1
193,1173,1
193,1174,1
193,1176,1
193,93144,1
193,152539,1
194,1177,1
194,1178,1
194,1179,1
194,129036,1
195,1180,1
195,1181,1
195,1182,1
195,8507,1
195,137810,1
196,985,1
196,1184,1
196,1185,1
196,1186,1
196,1303,1
197,1187,1
197,1189,1
197,19956,1
197,152540,1
198,1190,1
198,1191,1
198,1192,1
198,1193,1
198,1194,1
198,23896,1
199,1195,1
199,1196,1
199,1197,1
199,1198,1
199,16646,1
200,1199,1
200,1201,1
200,60300,1
200,62633,1
201,1202,1
201,1204,1
201,86883,1
201,137811,1
202,1205,1
202,1206,1
202,1207,1
202,9385,1
203,1208,1
203,1209,1
203,1210,1
203,1213,1
203,1215,1
203,1216,1
203,1217,1
203,1218,1
203,1220,1
203,1221,1
203,1222,1
203,72855,1
203,144922,1
204,1223,1
204,1225,1
204,12289,1
204,17668,1
205,1226,1
205,1227,1
205,1228,1
205,1229,1
205,1230,1
205,1231,1
205,1232,1
205,1233,1
205,152541,1
206,1235,1
206,1237,1
206,137813,1
206,152542,1
207,1238,1
207,1239,1
207,1240,1
207,14292,1
208,1241,1
208,1242,1
208,1244,1
208,1246,1
208,60557,1
208,152543,1
209,1247,1
209,1248,1
209,1249,1
209,5130,1
209,37147,1
210,1251,1
210,1253,1
210,49888,1
210,137814,1
211,1255,1
211,1257,1
211,1258,1
211,1259,1
211,15845,1
211,152544,1
212,1260,1
212,1262,1
212,1263,1
212,1264,1
212,1266,1
212,1267,1
212,1269,1
212,1270,1
212,1271,1
212,1273,1
212,1274,1
212,1275,1
212,1278,1
212,1279,1
212,1280,1
212,1281,1
212,1282,1
212,1283,1
212,1284,1
212,1285,1
212,1286,1
212,1287,1
212,1288,1
212,64733,1
212,137815,1
213,615,1
213,1291,1
213,1293,1
213,1294,1
213,1295,1
213,1296,1
213,1297,1
213,1298,1
213,1299,1
213,6431,1
213,25873,1
214,1300,1
214,1301,1
214,1302,1
214,101708,1
215,1303,1
215,1304,1
215,1305,1
215,137816,1
216,1306,1
216,1307,1
216,1308,1
216,1310,1
216,1311,1
216,1313,1
216,1314,1
216,1315,1
216,1316,1
216,1317,1
216,1320,1
216,20973,1
216,24801,1
217,1322,1
217,1323,1
217,1324,1
217,1326,1
217,1327,1
217,46519,1
217,152546,1
218,1328,1
218,1329,1
218,1330,1
218,152547,1
219,1331,1
219,1332,1
219,1333,1
219,116609,1
220,1334,1
220,1335,1
220,1336,1
220,36517,1
221,1337,1
221,1339,1
221,1340,1
221,1341,1
221,7187,1
221,18918,1
222,1342,1
222,1343,1
222,1344,1
222,64329,1
223,1345,1
223,1346,1
223,1347,1
223,1348,1
223,49708,1
224,1349,1
224,1350,1
224,1351,1
224,1352,1
224,1354,1
224,1355,1
224,1357,1
224,1358,1
224,1360,1
224,1362,1
224,1363,1
224,1364,1
224,1365,1
224,1366,1
224,1368,1
224,1369,1
224,1370,1
224,1371,1
224,1373,1
224,1374,1
224,1375,1
224,1376,1
224,1377,1
224,1378,1
224,1379,1
224,1381,1
224,1382,1
224,1383,1
224,1384,1
224,1385,1
224,1387,1
224,1389,1
224,1390,1
224,1391,1
224,1392,1
224,1393,1
224,1394,1
224,1395,1
224,1398,1
224,32746,1
224,137818,1
225,700,1
225,1399,1
225,1401,1
225,1402,1
225,1403,1
225,5154,1
225,152549,1
226,1406,1
226,1407,1
226,1408,1
226,40415,1
226,137819,1
227,1410,1
227,1411,1
227,1412,1
227,1413,1
227,82836,1
227,152550,1
228,1415,1
228,1417,1
228,4609,1
228,152551,1
229,577,1
229,1419,1
229,9618,1
229,54807,1
230,1420,1
230,1422,1
230,4636,1
230,152552,1
231,1423,1
231,1424,1
231,1425,1
231,109938,1
232,1426,1
232,1427,1
232,1428,1
232,1429,1
232,1430,1
232,1431,1
232,1432,1
232,1434,1
232,18711,1
233,1435,1
233,1436,1
233,68050,1
233,152554,1
234,1438,1
234,1439,1
234,1440,1
234,152555,1
235,1441,1
235,1442,1
235,1443,1
235,137820,1
236,1445,1
236,1446,1
236,42749,1
236,152557,1
237,274,1
237,1447,1
237,1449,1
237,1450,1
237,1451,1
237,1452,1
237,1453,1
237,1454,1
237,1455,1
237,1456,1
237,1458,1
237,1460,1
237,1461,1
237,40859,1
237,137821,1
238,1463,1
238,1465,1
238,1466,1
238,1467,1
238,1468,1
238,1469,1
238,1471,1
238,30527,1
238,152558,1
239,228,1
239,1472,1
239,1473,1
239,1474,1
239,1475,1
239,7910,1
240,1476,1
240,1477,1
240,1478,1
240,1479,1
240,137822,1
241,1481,1
241,1482,1
241,1483,1
241,1484,1
241,3883,1
241,122885,1
242,1486,1
242,1487,1
242,1488,1
242,1489,1
242,1490,1
242,130040,1
243,1295,1
243,1491,1
243,1492,1
243,14724,1
244,1493,1
244,1495,1
244,1497,1
244,1498,1
244,1499,1
244,4567,1
244,16627,1
245,1500,1
245,1502,1
245,1503,1
245,27992,1
245,70171,1
246,99,1
246,1504,1
246,1505,1
246,10593,1
247,1506,1
247,1507,1
247,137823,1
247,152559,1
248,1508,1
248,1509,1
248,1510,1
248,40264,1
249,107,1
249,1511,1
249,1512,1
249,1513,1
249,34012,1
250,1514,1
250,1515,1
250,1517,1
250,1519,1
250,1520,1
250,1521,1
250,1522,1
250,1523,1
250,1524,1
250,9103,1
251,1525,1
251,1526,1
251,1528,1
251,1919,1
251,137825,1
252,1529,1
252,1532,1
252,1534,1
252,1535,1
252,1536,1
252,1537,1
252,1538,1
252,137826,1
252,152561,1
253,1539,1
253,1540,1
253,1542,1
253,1544,1
253,18085,1
253,137827,1
254,1546,1
254,1548,1
254,1549,1
254,5452,1
254,152562,1
255,1550,1
255,1552,1
255,1553,1
255,19316,1
255,152563,1
256,1554,1
256,1555,1
256,1556,1
256,1558,1
256,85027,1
256,133492,1
257,1561,1
257,1562,1
257,1563,1
257,1564,1
257,1565,1
257,1566,1
257,106873,1
257,137828,1
258,1567,1
258,1568,1
258,1570,1
258,1571,1
258,23563,1
259,1572,1
259,1573,1
259,1574,1
259,27148,1
260,1575,1
260,1576,1
260,1578,1
260,1579,1
260,1897,1
260,6466,1
261,117,1
261,1092,1
261,1375,1
261,1580,1
261,1581,1
261,1582,1
262,1585,1
262,1586,1
262,88297,1
262,137829,1
263,1587,1
263,1588,1
263,1590,1
263,1591,1
263,1592,1
263,1593,1
263,1594,1
263,1595,1
263,1597,1
263,1598,1
263,152564,1
264,1600,1
264,1601,1
264,1602,1
264,2518,1
264,17680,1
265,1603,1
265,1604,1
265,1605,1
265,1606,1
265,1607,1
265,1608,1
265,1609,1
265,152565,1
266,1303,1
266,1611,1
266,1612,1
266,105569,1
267,171,1
267,1614,1
267,1615,1
267,8043,1
267,13168,1
268,1617,1
268,1620,1
268,1621,1
268,1622,1
268,1623,1
268,137831,1
268,152566,1
269,1624,1
269,1625,1
269,1627,1
269,1628,1
269,1629,1
269,1630,1
269,1631,1
269,1632,1
269,1633,1
269,1635,1
269,1637,1
269,1638,1
269,1639,1
269,1640,1
269,1641,1
269,1642,1
269,1644,1
269,136130,1
270,1645,1
270,1646,1
270,1647,1
270,1649,1
270,27579,1
270,90950,1
271,1650,1
271,1651,1
271,1652,1
271,1653,1
271,1654,1
271,8943,1
271,32487,1
272,277,1
272,1657,1
272,45129,1
272,116930,1
273,1660,1
273,1661,1
273,1662,1
273,112516,1
273,152567,1
274,116,1
274,1663,1
274,1664,1
274,1665,1
274,1666,1
274,1667,1
274,1668,1
274,1669,1
274,47332,1
275,1671,1
275,1672,1
275,1673,1
275,81001,1
276,1676,1
276,1677,1
276,1678,1
276,1679,1
276,1680,1
276,1681,1
276,1683,1
276,1684,1
276,1685,1
276,6763,1
276,137832,1
277,647,1
277,1202,1
277,1686,1
277,1687,1
277,27350,1
278,1690,1
278,1691,1
278,1692,1
278,1693,1
278,1694,1
278,1695,1
278,1696,1
278,1697,1
278,1698,1
278,1699,1
278,1700,1
278,1702,1
278,1703,1
278,1705,1
278,1706,1
278,1708,1
278,6600,1
279,1709,1
279,1710,1
279,1711,1
279,1712,1
279,152568,1
280,1205,1
280,1713,1
280,1715,1
280,1716,1
280,1717,1
280,1718,1
280,1719,1
280,1720,1
280,139927,1
281,1721,1
281,1722,1
281,1723,1
281,13474,1
281,137834,1
282,1725,1
282,1726,1
282,1727,1
282,16370,1
283,1728,1
283,1729,1
283,24301,1
283,137835,1
284,1730,1
284,1731,1
284,1732,1
284,1733,1
284,1734,1
284,100298,1
284,152570,1
285,848,1
285,1739,1
285,1740,1
285,1741,1
285,1742,1
285,6984,1
286,1743,1
286,1744,1
286,1745,1
286,5426,1
286,74060,1
287,1748,1
287,1749,1
287,1750,1
287,1751,1
287,3862,1
287,6877,1
288,1752,1
288,1753,1
288,1754,1
288,1755,1
288,1756,1
288,1757,1
288,1759,1
288,1760,1
288,150082,1
289,1762,1
289,1763,1
289,1764,1
289,1765,1
289,16298,1
289,30860,1
290,1767,1
290,1768,1
290,1769,1
290,1771,1
290,5903,1
290,137837,1
291,1772,1
291,1773,1
291,1774,1
291,10094,1
291,137838,1
292,512,1
292,1303,1
292,1777,1
292,25907,1
293,848,1
293,1778,1
293,1780,1
293,137839,1
293,152571,1
294,1781,1
294,1783,1
294,79933,1
294,92492,1
295,1784,1
295,1785,1
295,20237,1
295,152572,1
296,1787,1
296,1788,1
296,1789,1
296,1790,1
296,12330,1
297,1793,1
297,1794,1
297,1795,1
297,1796,1
297,1797,1
297,1798,1
297,54621,1
297,74780,1
298,1799,1
298,1800,1
298,1801,1
298,1802,1
298,81878,1
299,1803,1
299,1805,1
299,1807,1
299,1808,1
299,1809,1
299,1810,1
299,1811,1
299,137841,1
299,152574,1
300,761,1
300,1812,1
300,1813,1
300,1814,1
300,1815,1
300,1816,1
300,1817,1
301,1818,1
301,1819,1
301,1820,1
301,137842,1
302,1821,1
302,1822,1
302,1823,1
302,1825,1
302,1826,1
302,1827,1
302,1828,1
302,1829,1
302,2658,1
303,1831,1
303,1832,1
303,1833,1
303,1835,1
303,1836,1
303,1837,1
303,13063,1
303,89688,1
304,1838,1
304,1839,1
304,1841,1
304,137843,1
304,152576,1
305,1842,1
305,1843,1
305,1844,1
305,1846,1
305,127076,1
305,152577,1
306,1847,1
306,1849,1
306,1850,1
306,13455,1
306,31357,1
307,1851,1
307,1852,1
307,1853,1
307,1856,1
307,1857,1
307,68726,1
307,137844,1
308,1858,1
308,1859,1
308,1860,1
308,137845,1
309,1861,1
309,1863,1
309,1864,1
309,1865,1
309,1866,1
309,90839,1
310,1867,1
310,1868,1
310,1869,1
310,152578,1
311,1870,1
311,1871,1
311,6507,1
311,152579,1
312,170,1
312,1719,1
312,1873,1
312,1874,1
312,13771,1
313,1875,1
313,1877,1
313,1878,1
313,1879,1
313,1880,1
313,1881,1
313,1882,1
313,1883,1
313,1885,1
313,1886,1
313,31744,1
314,1887,1
314,1888,1
314,1889,1
314,3749,1
315,1890,1
315,1891,1
315,1893,1
315,1894,1
315,1895,1
315,137847,1
316,1896,1
316,1897,1
316,1898,1
316,96554,1
317,753,1
317,1899,1
317,1901,1
317,137687,1
318,1903,1
318,1904,1
318,1905,1
318,7718,1
318,26462,1
319,116,1
319,1906,1
319,1907,1
319,2679,1
320,1908,1
320,1909,1
320,137848,1
320,152582,1
321,1910,1
321,1912,1
321,1913,1
321,1914,1
321,1915,1
321,1916,1
321,82097,1
322,1149,1
322,1917,1
322,1918,1
322,105771,1
323,1919,1
323,1920,1
323,1921,1
323,1922,1
323,137849,1
324,1923,1
324,1925,1
324,137850,1
324,152584,1
325,1909,1
325,1926,1
325,1927,1
325,4865,1
326,1928,1
326,1929,1
326,1930,1
326,1931,1
326,137851,1
327,1932,1
327,1933,1
327,1935,1
327,38211,1
327,147893,1
328,1936,1
328,1938,1
328,1939,1
328,1940,1
328,1941,1
328,1943,1
328,17134,1
328,30684,1
